Reviewer1;key;title;authors;year;venue;type;url;ee;pages;volume;number;publisher;isbn;doi
N;journals/db/AlkaldiR22;MIGRANT: Modeling Smartphone Password Manager Adoption using Migration Theory.;Nora Alkaldi, Karen Renaud;2022;ACM SIGMIS Database;Journal Articles;https://dblp.org/rec/journals/db/AlkaldiR22;https://doi.org/10.1145/3533692.3533698;63-95;53;1;;;10.1145/3533692.3533698
N;journals/db/ChenL23;Exploring Teams' Temporal Factors for Determining Process Tailoring that Promotes the Evolution of Agilebased Software Development.;Chung-Yang Chen, Jung-Chieh Lee;2023;ACM SIGMIS Database;Journal Articles;https://dblp.org/rec/journals/db/ChenL23;https://doi.org/10.1145/3583581.3583585;46-65;54;1;;;10.1145/3583581.3583585
N;journals/db/Safi22;Detecting Change in Professional Conduct Using Information from the Internet: Implications for Privacy and 'The Right to be Forgotten'.;Roozmehr Safi;2022;ACM SIGMIS Database;Journal Articles;https://dblp.org/rec/journals/db/Safi22;https://doi.org/10.1145/3551783.3551788;49-70;53;3;;;10.1145/3551783.3551788
Y;journals/dke/FedushkoMSS24;NoSQL document data migration strategy in the context of schema evolution.;Solomiia Fedushko, Roman Malyi, Yuriy Syerov, Pavlo Serdyuk;2024;Data Knowl. Eng.;Journal Articles;https://dblp.org/rec/journals/dke/FedushkoMSS24;https://doi.org/10.1016/j.datak.2024.102369;102369;154;;;;10.1016/J.DATAK.2024.102369
M;journals/dke/HolubovaVS21;Evolution management in multi-model databases.;Irena Holubová, Michal Vavrek, Stefanie Scherzinger;2021;Data Knowl. Eng.;Journal Articles;https://dblp.org/rec/journals/dke/HolubovaVS21;https://doi.org/10.1016/j.datak.2021.101932;101932;136;;;;10.1016/J.DATAK.2021.101932
N;journals/dpd/DrakatosCKCZ24;A blockchain datastore for scalable IoT workloads using data decaying.;Panagiotis Drakatos, Constantinos Costa, Andreas Konstantinidis , Panos K. Chrysanthis, Demetrios Zeinalipour-Yazti;2024;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/DrakatosCKCZ24;https://doi.org/10.1007/s10619-024-07441-9;403-445;42;3;;;10.1007/S10619-024-07441-9
N;journals/dpd/ElsaidAM22;Virtual machines pre-copy live migration cost modeling and prediction: a survey.;Mohamed Esam Elsaid, Hazem M. Abbas, Christoph Meinel;2022;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/ElsaidAM22;https://doi.org/10.1007/s10619-021-07387-2;441-474;40;2-Μαρ;;;10.1007/S10619-021-07387-2
N;journals/dpd/FarouziZBMO24;Balanced parallel triangle enumeration with an adaptive algorithm.;Abir Farouzi, Xiantian Zhou, Ladjel Bellatreche, Mimoun Malki, Carlos Ordonez;2024;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/FarouziZBMO24;https://doi.org/10.1007/s10619-023-07437-x;103-141;42;1;;;10.1007/S10619-023-07437-X
N;journals/dpd/JibrilBS23;Adaptive update handling for graph HTAP.;Muhammad Attahir Jibril, Alexander Baumstark, Kai-Uwe Sattler;2023;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/JibrilBS23;https://doi.org/10.1007/s10619-023-07428-y;331-357;41;3;;;10.1007/S10619-023-07428-Y
N;journals/dpd/LimMM13;Adaptive data acquisition strategies for energy-efficient, smartphone-based, continuous processing of sensor streams.;Lipyeow Lim, Archan Misra, Tianli Mo;2013;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/LimMM13;https://doi.org/10.1007/s10619-012-7093-3;321-351;31;2;;;10.1007/S10619-012-7093-3
M;journals/dpd/PrabhuneSSHG18;MetaStore: an adaptive metadata management framework for heterogeneous metadata models.;Ajinkya Prabhune, Rainer Stotzka, Vaibhav Sakharkar, Jürgen Hesser, Michael Gertz;2018;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/PrabhuneSSHG18;https://doi.org/10.1007/s10619-017-7210-4;153-194;36;1;;;10.1007/S10619-017-7210-4
N;journals/dpd/Quiane-RuizLV12;Satisfaction-based query replication - An automatic and self-adaptable approach for replicating queries in the presence of autonomous participants.;Jorge-Arnulfo Quiané-Ruiz, Philippe Lamarre, Patrick Valduriez;2012;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/Quiane-RuizLV12;https://doi.org/10.1007/s10619-011-7086-7;Ιαν-26;30;1;;;10.1007/S10619-011-7086-7
N;journals/dpd/SelvanBV21;Prefetched wald adaptive boost classification based Czekanowski similarity MapReduce for user query processing with bigdata.;S. Tamil Selvan, P. Balamurugan , M. Vijayakumar;2021;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/SelvanBV21;https://doi.org/10.1007/s10619-020-07319-6;855-872;39;4;;;10.1007/S10619-020-07319-6
N;journals/dpd/WangGBYG17;An I/O-efficient and adaptive fault-tolerant framework for distributed graph computations.;Zhigang Wang , Yu Gu , Yubin Bao, Ge Yu , Lixin Gao;2017;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/WangGBYG17;https://doi.org/10.1007/s10619-017-7192-2;177-196;35;2;;;10.1007/S10619-017-7192-2
N;journals/dpd/ZhangLLB18;An adaptive multi-objective evolutionary algorithm for constrained workflow scheduling in Clouds.;Miao Zhang , Huiqi Li, Li Liu , Rajkumar Buyya;2018;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/ZhangLLB18;https://doi.org/10.1007/s10619-017-7215-z;339-368;36;2;;;10.1007/S10619-017-7215-Z
N;journals/eetcs/G18;Database Migration on Premises to AWS RDS.;Lakshmi Narasimhan G.;2018;EAI Endorsed Trans. Cloud Syst.;Journal Articles;https://dblp.org/rec/journals/eetcs/G18;https://doi.org/10.4108/eai.11-4-2018.154463;e2;3;11;;;10.4108/EAI.11-4-2018.154463
N;journals/frma/Imker18;25 Years of Molecular Biology Databases: A Study of Proliferation, Impact, and Maintenance.;Heidi Imker;2018;Frontiers Res. Metrics Anal.;Journal Articles;https://dblp.org/rec/journals/frma/Imker18;https://doi.org/10.3389/frma.2018.00018;18;3;;;;10.3389/FRMA.2018.00018
N;journals/gpb/ChenGLXZHLFPX25;EPSD 2.0: An Updated Database of Protein Phosphorylation Sites Across Eukaryotic Species.;Miaomiao Chen, Yujie Gou, Ming Lei, Leming Xiao, Miaoying Zhao, Xinhe Huang, Dan Liu, Zihao Feng, Di Peng, Yu Xue;2025;Genom. Proteom. Bioinform.;Journal Articles;https://dblp.org/rec/journals/gpb/ChenGLXZHLFPX25;https://doi.org/10.1093/gpbjnl/qzaf057;;23;3;;;10.1093/GPBJNL/QZAF057
N;journals/gpb/DongMLY18;CIRCpedia v2: An Updated Database for Comprehensive Circular RNA Annotation and Expression Comparison.;Rui Dong , Xu-Kai Ma, Guo-Wei Li, Li Yang;2018;Genom. Proteom. Bioinform.;Journal Articles;https://dblp.org/rec/journals/gpb/DongMLY18;https://doi.org/10.1016/j.gpb.2018.08.001;226-233;16;4;;;10.1016/J.GPB.2018.08.001
N;journals/gpb/RavellaKSSVS12;SMS 2.0: An Updated Database to Study the Structural Plasticity of Short Peptide Fragments in Non-redundant Proteins.;Dheeraj Ravella, Muthukumarasamy Uthaya Kumar, Durairaj Sherlin, Mani Shankar, Marthandan Kirti Vaishnavi, Kanagaraj Sekar;2012;Genom. Proteom. Bioinform.;Journal Articles;https://dblp.org/rec/journals/gpb/RavellaKSSVS12;https://doi.org/10.1016/S1672-0229(11)60032-6;44-50;10;1;;;10.1016/S1672-0229(11)60032-6
N;journals/gpb/WuCZCHWGCZ23;TSNAdb v2.0: The Updated Version of Tumor-specific Neoantigen Database.;Jingcheng Wu, Wenfan Chen, Yuxuan Zhou , Ying Chi, Xian-Sheng Hua , Jian Wu , Xun Gu , Shuqing Chen, Zhan Zhou;2023;Genom. Proteom. Bioinform.;Journal Articles;https://dblp.org/rec/journals/gpb/WuCZCHWGCZ23;https://doi.org/10.1016/j.gpb.2022.09.012;259-266;21;2;;;10.1016/J.GPB.2022.09.012
N;journals/gpb/XuWLDPCX18;PTMD: A Database of Human Disease-associated Post-translational Modifications.;Hao-Dong Xu, Yongbo Wang, Shaofeng Lin, Wankun Deng, Di Peng, Qinghua Cui, Yu Xue;2018;Genom. Proteom. Bioinform.;Journal Articles;https://dblp.org/rec/journals/gpb/XuWLDPCX18;https://doi.org/10.1016/j.gpb.2018.06.004;244-251;16;4;;;10.1016/J.GPB.2018.06.004
N;journals/gpb/ZengYLG24;DeOri 10.0: An Updated Database of Experimentally Identified Eukaryotic Replication Origins.;Yu-Hao Zeng, Zhen-Ning Yin, Hao Luo , Feng Gao;2024;Genom. Proteom. Bioinform.;Journal Articles;https://dblp.org/rec/journals/gpb/ZengYLG24;https://doi.org/10.1093/gpbjnl/qzae076;;22;5;;;10.1093/GPBJNL/QZAE076
N;journals/igpl/ChoiC20;Evolutionary Reinforcement Learning for Adaptively Detecting Database Intrusions.;Seul-Gi Choi, Sung-Bae Cho;2020;Log. J. IGPL;Journal Articles;https://dblp.org/rec/journals/igpl/ChoiC20;https://doi.org/10.1093/jigpal/jzz053;449-460;28;4;;;10.1093/JIGPAL/JZZ053
N;journals/igpl/X22a;Evolutionary Reinforcement Learning for Adaptively Detecting Database Intrusions.;;2022;Log. J. IGPL;Journal Articles;https://dblp.org/rec/journals/igpl/X22a;https://doi.org/10.1093/jigpal/jzaa030;562;30;3;;;10.1093/JIGPAL/JZAA030
N;journals/ijaacs/LiuD22;Integration method of wireless sensor network ciphertext database based on internet of things.;Xuehong Liu, Xuefeng Ding;2022;Int. J. Auton. Adapt. Commun. Syst.;Journal Articles;https://dblp.org/rec/journals/ijaacs/LiuD22;https://doi.org/10.1504/IJAACS.2022.123456;154-165;15;2;;;10.1504/IJAACS.2022.123456
N;journals/ijaacs/PuSR23;Unsupervised clustering algorithm for databases based on density peak optimisation.;Xiaochuan Pu, Wonchul Seo, Qingqiang Ruan;2023;Int. J. Auton. Adapt. Commun. Syst.;Journal Articles;https://dblp.org/rec/journals/ijaacs/PuSR23;https://doi.org/10.1504/IJAACS.2023.131627;313-326;16;3;;;10.1504/IJAACS.2023.131627
N;journals/ijaras/KohlerSS15;Analysis of the Join Performance in Vertically Distributed Cloud Databases.;Jens Kohler, Kiril Simov, Thomas Specht;2015;Int. J. Adapt. Resilient Auton. Syst.;Journal Articles;https://dblp.org/rec/journals/ijaras/KohlerSS15;https://doi.org/10.4018/IJARAS.2015070104;65-87;6;2;;;10.4018/IJARAS.2015070104
N;journals/ijaras/NiangBSL13;A Semi-Automatic Approach For Global-Schema Construction in Data Integration Systems.;Cheikh Niang, Béatrice Bouchou-Markhoff, Yacine Sam, Moussa Lo;2013;Int. J. Adapt. Resilient Auton. Syst.;Journal Articles;https://dblp.org/rec/journals/ijaras/NiangBSL13;https://doi.org/10.4018/jaras.2013040102;35-53;4;2;;;10.4018/JARAS.2013040102
N;journals/ijbdi/BuiNNSE15;Robust fingerprinting codes for database using non-adaptive group testing.;Thach V. Bui, Binh Q. Nguyen, Thuc Dinh Nguyen, Noboru Sonehara, Isao Echizen;2015;Int. J. Big Data Intell.;Journal Articles;https://dblp.org/rec/journals/ijbdi/BuiNNSE15;https://doi.org/10.1504/IJBDI.2015.069095;81-90;2;2;;;10.1504/IJBDI.2015.069095
N;journals/ijdc/ThomerRT20;Three Approaches to Documenting Database Migrations.;Andrea K. Thomer, Alexandria Jane Rayburn, Allison R. B. Tyler;2020;Int. J. Digit. Curation;Journal Articles;https://dblp.org/rec/journals/ijdc/ThomerRT20;https://doi.org/10.2218/ijdc.v15i1.726;1-Μαϊ;15;1;;;10.2218/IJDC.V15I1.726
N;journals/ijgi/CieslakBZZ20;The Use of Geographic Databases for Analyzing Changes in Land Cover - A Case Study of the Region of Warmia and Mazury in Poland.;Iwona Cieslak, Andrzej Bilozor, Anna Zróbek-Sokolnik, Marek Zagroba;2020;ISPRS Int. J. Geo Inf.;Journal Articles;https://dblp.org/rec/journals/ijgi/CieslakBZZ20;https://doi.org/10.3390/ijgi9060358;358;9;6;;;10.3390/IJGI9060358
N;journals/ijgi/DiakakisPK14;Using a Spatio-Temporal GIS Database to Monitor the Spatial Evolution of Urban Flooding Phenomena. The Case of Athens Metropolitan Area in Greece.;Michalis Diakakis, Aggelos Pallikarakis, Katerina Katsetsiadou;2014;ISPRS Int. J. Geo Inf.;Journal Articles;https://dblp.org/rec/journals/ijgi/DiakakisPK14;https://doi.org/10.3390/ijgi3010096;96-109;3;1;;;10.3390/IJGI3010096
N;journals/ijgi/LanWSCSZZP24;Assessing the Suitability of Fractal Dimension for Measuring Graphic Complexity Change in Schematic Metro Networks.;Tian Lan , Zhiwei Wu, Chenzhen Sun, Donglin Cheng, Xing Shi, Guangjun Zeng, Hong Zhang , Qian Peng;2024;ISPRS Int. J. Geo Inf.;Journal Articles;https://dblp.org/rec/journals/ijgi/LanWSCSZZP24;https://doi.org/10.3390/ijgi13020038;38;13;2;;;10.3390/IJGI13020038
N;journals/ijgi/SchorchtKM16;Measuring Land Take: Usability of National Topographic Databases as Input for Land Use Change Analysis: A Case Study from Germany.;Martin Schorcht, Tobias Krüger, Gotthard Meinel;2016;ISPRS Int. J. Geo Inf.;Journal Articles;https://dblp.org/rec/journals/ijgi/SchorchtKM16;https://doi.org/10.3390/ijgi5080134;134;5;8;;;10.3390/IJGI5080134
N;journals/ijgi/WagleA20;Past and Present Practices of Topographic Base Map Database Update in Nepal.;Nimisha Wagle, Tri Dev Acharya;2020;ISPRS Int. J. Geo Inf.;Journal Articles;https://dblp.org/rec/journals/ijgi/WagleA20;https://doi.org/10.3390/ijgi9060397;397;9;6;;;10.3390/IJGI9060397
N;journals/ijgi/ZhangGHX16;Propagating Updates of Residential Areas in Multi-Representation Databases Using Constrained Delaunay Triangulations.;Xinchang Zhang , Taisheng Guo, Jianfeng Huang, Qinchuan Xin;2016;ISPRS Int. J. Geo Inf.;Journal Articles;https://dblp.org/rec/journals/ijgi/ZhangGHX16;https://doi.org/10.3390/ijgi5060080;80;5;6;;;10.3390/IJGI5060080
N;journals/ijiids/AbdelkaderAD19;A new approach for workflow evolution using MDA technology.;Berraouna Abdelkader, Amirat Abdelkrim, Djamel Meslati;2019;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/AbdelkaderAD19;https://doi.org/10.1504/IJIIDS.2019.104541;304-334;12;4;;;10.1504/IJIIDS.2019.104541
N;journals/ijiids/AdikaneN24;Updated deep long short-term memory with Namib beetle Henry optimisation for sentiment-based stock market prediction.;Nital Adikane, V. Nirmalrani;2024;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/AdikaneN24;https://doi.org/10.1504/IJIIDS.2024.137715;316-344;16;3;;;10.1504/IJIIDS.2024.137715
M;journals/ijiids/AnguelAB17;Using logic programming for adapting models to metamodel evolution.;Fouzia Anguel, Abdelkrim Amirat, Nora Bounour;2017;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/AnguelAB17;https://doi.org/10.1504/IJIIDS.2017.10007348;69-93;10;1-Φεβ;;;10.1504/IJIIDS.2017.10007348
N;journals/ijiids/Boudjeloud-Assala12;An evolutionary approach for high dimensional attribute selection.;Lydia Boudjeloud-Assala;2012;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/Boudjeloud-Assala12;https://doi.org/10.1504/IJIIDS.2012.050110;578-602;6;6;;;10.1504/IJIIDS.2012.050110
N;journals/ijiids/ChangCHT14;Intelligent adaptation for UEC video/voice over IP with access control.;Bao Rong Chang, Chi-Ming Chen, Chien-Feng Huang, Hsiu Fen Tsai;2014;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/ChangCHT14;https://doi.org/10.1504/IJIIDS.2014.060463;64-80;8;1;;;10.1504/IJIIDS.2014.060463
N;journals/ijiids/ChengW19;Solve the IRP problem with an improved discrete differential evolution algorithm.;Shi Cheng, Zelin Wang;2019;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/ChengW19;https://doi.org/10.1504/IJIIDS.2019.102324;20-31;12;1-Φεβ;;;10.1504/IJIIDS.2019.102324
N;journals/ijiids/GaoWW13;Research on adaptive classification algorithm based on non-segment and classified-centre-vector.;Kai Gao, Xiang Wang, Wei Wang;2013;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/GaoWW13;https://doi.org/10.1504/IJIIDS.2013.057424;550-566;7;6;;;10.1504/IJIIDS.2013.057424
N;journals/ijiids/GuoLLZ19;Hybrid fireworks algorithm with differential evolution operator.;Jinglei Guo, Wei Liu, Ming Liu, Shijue Zheng;2019;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/GuoLLZ19;https://doi.org/10.1504/IJIIDS.2019.102326;47-64;12;1-Φεβ;;;10.1504/IJIIDS.2019.102326
N;journals/ijiids/HanLC13;Efficient differential evolution algorithm-based optimisation of fuzzy prediction model for time series forecasting.;Ming-Feng Han, Chin-Teng Lin, Jyh-Yeong Chang;2013;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/HanLC13;https://doi.org/10.1504/IJIIDS.2013.053824;225-241;7;3;;;10.1504/IJIIDS.2013.053824
N;journals/ijiids/HongLCO11;Evolutionarily adjusting membership functions in Takagi-Sugeno fuzzy systems.;Tzung-Pei Hong, Wei-Tee Lin, Chun-Hao Chen, Chen-Sen Ouyang;2011;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/HongLCO11;https://doi.org/10.1504/IJIIDS.2011.040087;229-245;5;3;;;10.1504/IJIIDS.2011.040087
N;journals/ijiids/HuLFD11;Multi-swarm co-evolutionary paradigm for dynamic multi-objective optimisation problems.;Chengyu Hu , Qingzhong Liang, Yuanyuan Fan, Guangming Dai;2011;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/HuLFD11;https://doi.org/10.1504/IJIIDS.2011.043126;618-641;5;6;;;10.1504/IJIIDS.2011.043126
N;journals/ijiids/JamulkarVN22;An echo-based autonomous real-time system for efficient maintenance of students attendance.;Shritesh Jamulkar, Milind Kumar Verma, K. Jairam Naik;2022;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/JamulkarVN22;https://doi.org/10.1504/IJIIDS.2022.10044370;353-376;15;4;;;10.1504/IJIIDS.2022.10044370
N;journals/ijiids/KrejcarJMC12;Biomedical user adaptive system for smart environments.;Ondrej Krejcar, Dalibor Janckulík, Leona Motalova, Petr Czekaj;2012;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/KrejcarJMC12;https://doi.org/10.1504/IJIIDS.2012.049312;466-478;6;5;;;10.1504/IJIIDS.2012.049312
N;journals/ijiids/Li13;Adaptive image restoration by a novel neuro-fuzzy approach using complex fuzzy sets.;Chunshien Li;2013;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/Li13;https://doi.org/10.1504/IJIIDS.2013.057419;479-495;7;6;;;10.1504/IJIIDS.2013.057419
N;journals/ijiids/LiL19;A new quantum evolutionary algorithm using dynamic rotation angle catastrophe for knapsack problem.;Jialin Li, Wei Li;2019;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/LiL19;https://doi.org/10.1504/IJIIDS.2019.102330;109-120;12;1-Φεβ;;;10.1504/IJIIDS.2019.102330
N;journals/ijiids/NaikN25;A novel heuristically adaptive dual attention-based long short-term memory for intelligent stock market trend prediction model.;Anuja Jana Naik, Madanant Jana Naik;2025;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://dblp.org/rec/journals/ijiids/NaikN25;https://doi.org/10.1504/IJIIDS.2025.143488;57-91;17;1;;;10.1504/IJIIDS.2025.143488
