Reviewer2;EID;Authors;AuthorFullNames;AuthorIDs;Title;Year;SourceTitle;Volume;Issue;ArtNo;PageStart;PageEnd;citedBy;doi_lowercase;DOI;Link;DocumentTypeSCOPUS;PublicationStage;OpenAccess;SourceSCOPUS
N;2-s2.0-84934773164;Wężyk P., Szostak M., Tompalski P.;WÄ™Å¼yk, Piotr (6504559031) | Szostak, Marta (56177558100) | Tompalski, Piotr (56178470400);6504559031 | 56177558100 | 56178470400;Use of airborne laser scanning data for a revision and update of a digital forest map and its descriptive database: A case study from the Tatra National Park;2013;Environmental Science and Engineering (Subseries: Environmental Science);;9,78364E+12;;615;627;;10.1007/978-3-642-12725-0_43;10.1007/978-3-642-12725-0_43;https://www.scopus.com/pages/publications/84934773164?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-84937440810;Mohammadian M., Hatzinakos D.;Mohammadian, Masoud (6602699931) | Hatzinakos, Dimitrios (7004380329);6602699931 | 7004380329;An adaptive intelligent fuzzy logic classifier for data security and privacy in large databases;2013;SmartData: Privacy Meets Evolutionary Robotics;;;;161;172;;10.1007/978-1-4614-6409-9;10.1007/978-1-4614-6409-9;https://www.scopus.com/pages/publications/84937440810?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-84937800659;Maurer J., Rupper S.;Maurer, Joshua (55507758700) | Rupper, Summer (16639635900);55507758700 | 16639635900;Tapping into the Hexagon spy imagery database: A new automated pipeline for geomorphic change detection;2015;ISPRS Journal of Photogrammetry and Remote Sensing;108;;;113;127;;10.1016/j.isprsjprs.2015.06.008;10.1016/j.isprsjprs.2015.06.008;https://www.scopus.com/pages/publications/84937800659?origin=resultslist;Article;Final;;Scopus
Y;2-s2.0-84938150686;Sriarpanon C., Suwannasart T.;Sriarpanon, Chanwit (56741474900) | Suwannasart, Taratip (8963028800);56741474900 | 8963028800;A source code and test cases impact analysis tool for database schema changes;2015;Lecture Notes in Engineering and Computer Science;1;;;466;469;;;;https://www.scopus.com/pages/publications/84938150686?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84939559190;Thinnukool O., Kongchouy N.;Thinnukool, Orawit (56146494600) | Kongchouy, Noodchanath (35322199800);56146494600 | 35322199800;Designing basic relational database for analysis land-use change;2015;2015 5th International Workshop on Computer Science and Engineering: Information Processing and Control Engineering, WCSE 2015-IPCE;;;;;;;;;https://www.scopus.com/pages/publications/84939559190?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84940652736;Chen Z., Feng Y., Wang H.;Chen, Zaihui (56045711500) | Feng, Yangmin (56813997000) | Wang, Hongxia (56814379900);56045711500 | 56813997000 | 56814379900;An update method for spatial database using FME;2015;Journal of Geomatics;40;3;;86;87;;10.14188/j.2095-6045.2015.03.024;10.14188/j.2095-6045.2015.03.024;https://www.scopus.com/pages/publications/84940652736?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-84941632416;Greenwood G.W., Tyrrell A.M.;Greenwood, Garrison W. (7005193532) | Tyrrell, Andy M. (7004422845);7005193532 | 7004422845;Metamorphic systems: A schema for adaptive autonomous systems;2015;Natural Computing Series;49;;;273;296;;10.1007/978-3-662-44616-4_11;10.1007/978-3-662-44616-4_11;https://www.scopus.com/pages/publications/84941632416?origin=resultslist;Article;Final;;Scopus
Y;2-s2.0-84944311943;Störl U., Klettke M., Scherzinger S.;StÃ¶rl, Uta (23037278500) | Klettke, Meike (16039653400) | Scherzinger, Stefanie (16317498000);23037278500 | 16039653400 | 16317498000;"Controlled schema evolution management for NoSQL database systems; [Kontrolliertes Schema-Evolutionsmanagement für NoSQL-Datenbanksysteme]";2015;CEUR Workshop Proceedings;1458;;;439;443;;;;https://www.scopus.com/pages/publications/84944311943?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84945539095;Chelabi M., Hacib T., Belli Z., Mekideche M.R., Le Bihan Y.;Chelabi, M. (57705392000) | Hacib, T. (24481203200) | Belli, Z. (54787481300) | Mekideche, M.R. (55939788800) | Le Bihan, Y. (55901548100);57705392000 | 24481203200 | 54787481300 | 55939788800 | 55901548100;The combination of adaptive database SDM and multi-output SVM for eddy current testing;2015;COMPEL - The International Journal for Computation and Mathematics in Electrical and Electronic Engineering;34;6;;1731;1739;;10.1108/compel-12-2014-0348;10.1108/COMPEL-12-2014-0348;https://www.scopus.com/pages/publications/84945539095?origin=resultslist;Article;Final;;Scopus
Y;2-s2.0-84946690059;Masood N., Andleeb N.;Masood, Nayyer (26666146800) | Andleeb, Naira (56568434400);26666146800 | 56568434400;A taxonomy of changes in schema evolution;2014;2014 International Conference on Computational Science and Technology, ICCST 2014;;;7045196;;;;10.1109/iccst.2014.7045196;10.1109/ICCST.2014.7045196;https://www.scopus.com/pages/publications/84946690059?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84947238161;Brown C.L.B., Yao X.A.;Brown, C.L.B. (56963106400) | Yao, Xiaobai Angela (55456610500);56963106400 | 55456610500;Development of a nationwide road change database for the U.S. in the post-recession years (2008–2012);2015;Advances in Geographic Information Science;19;;;163;181;;10.1007/978-3-319-19950-4_10;10.1007/978-3-319-19950-4_10;https://www.scopus.com/pages/publications/84947238161?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84949928970;Sadineni S., Kilaru B.M., Aluguri E.;Sadineni, Sreenivasulu (56703074300) | Kilaru, Bindhu Madhavi (56703438300) | Aluguri, Eshwar (56703526900);56703074300 | 56703438300 | 56703526900;Automated updates mailing system for an organization:using named-entity recognition and tree based indexing database;2014;International Conference on Computing and Communication Technologies, ICCCT 2014;;;7066725;;;;10.1109/iccct2.2014.7066725;10.1109/ICCCT2.2014.7066725;https://www.scopus.com/pages/publications/84949928970?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84953774801;Bilimoria D.M., Patel P.A.;Bilimoria, Disha M. (57044513700) | Patel, Pratik A. (55787086300);57044513700 | 55787086300;An empirical performance for adaptive keyword query searching in co-related databases;2015;2015 International Conference on Computer Communication and Informatics, ICCCI 2015;;;7218122;;;;10.1109/iccci.2015.7218122;10.1109/ICCCI.2015.7218122;https://www.scopus.com/pages/publications/84953774801?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84957942661;Chellal A., Amrouche K.;Chellal, Abdelhamid (57113590500) | Amrouche, Karima (36702635400);57113590500 | 36702635400;Adaptation of language model of information retrieval for empty answers problem in databases;2015;12th International Symposium on Programming and Systems, ISPS 2015;;;7244977;142;148;;10.1109/isps.2015.7244977;10.1109/ISPS.2015.7244977;https://www.scopus.com/pages/publications/84957942661?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84957967356;Shaughnessy M.C., Jones R.E.;Shaughnessy, M.C. (57113206600) | Jones, R.E. (55493291000);57113206600 | 55493291000;Efficient Use of an Adapting Database of Ab Initio Calculations to Generate Accurate Newtonian Dynamics;2016;Journal of Chemical Theory and Computation;12;2;;664;675;;10.1021/acs.jctc.5b00474;10.1021/acs.jctc.5b00474;https://www.scopus.com/pages/publications/84957967356?origin=resultslist;Article;Final;All Open Access | Green Open Access;Scopus
N;2-s2.0-84958244803;Wang Y., Wang X., Rao X.;Wang, Yubiao (55924832400) | Wang, Xibin (59648917000) | Rao, Xiru (57119095900);55924832400 | 59648917000 | 57119095900;An heterogeneous database synchronization update base on web services;2015;Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS;2015-November;;7339029;166;169;;10.1109/icsess.2015.7339029;10.1109/ICSESS.2015.7339029;https://www.scopus.com/pages/publications/84958244803?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84958260537;Ribeiro S.M., Centeno L.L.R., De Castro M.C.F., De Castro F.C.C., Muller C.;Ribeiro, Sandro Machado (57119010200) | Centeno, Ludimila La Rosa (57119823300) | De Castro, Maria C. F. (7102295221) | De Castro, Fernando C. C. (23034094000) | Muller, Candice (35198550100);57119010200 | 57119823300 | 7102295221 | 23034094000 | 35198550100;Channel allocation in Cognitive Radio networks based on a predictive and adaptive database;2015;IWT 2015 - 2015 International Workshop on Telecommunications;;;7224554;;;;10.1109/iwt.2015.7224554;10.1109/IWT.2015.7224554;https://www.scopus.com/pages/publications/84958260537?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84958701300;Sheth A.P., Singhal A., Liu M.T.;Sheth, Amit P. (57200763252) | Singhal, Anoop (57197358314) | Liu, Ming T. (36064379700);57200763252 | 57197358314 | 36064379700;Ah adaptive concurrency control strategy for distributed database systems;2015;Proceedings - International Conference on Data Engineering;2015-September;;7271309;474;482;;10.1109/icde.1984.7271309;10.1109/ICDE.1984.7271309;https://www.scopus.com/pages/publications/84958701300?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84958753219;Davidson J.;Davidson, James (7403932519);7403932519;A natural language interface for performing database updates;2015;Proceedings - International Conference on Data Engineering;2015-September;;7271256;69;76;;10.1109/icde.1984.7271256;10.1109/ICDE.1984.7271256;https://www.scopus.com/pages/publications/84958753219?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84959421943;Mas J.-F., González R.;Mas, Jean-FranÃ§ois (55993660100) | GonzÃ¡lez, Rafael (57195728431);55993660100 | 57195728431;Change detection and land use / Land cover database updating using image segmentation, gis analysis and visual interpretation;2015;International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives;40;3W3;;61;65;;10.5194/isprsarchives-xl-3-w3-61-2015;10.5194/isprsarchives-XL-3-W3-61-2015;https://www.scopus.com/pages/publications/84959421943?origin=resultslist;Conference paper;Final;All Open Access | Gold Open Access;Scopus
N;2-s2.0-84960864364;Bilimoria D.M., Patel P.A.;Bilimoria, Disha M. (57044513700) | Patel, Pratik A. (55787086300);57044513700 | 55787086300;An empirical framework on adaptive keyword query searching in Linked Databases;2015;2015 International Conference on Computing for Sustainable Global Development, INDIACom 2015;;;7100388;950;955;;;;https://www.scopus.com/pages/publications/84960864364?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84962850776;Ma K., Yang B.;Ma, Kun (36761221300) | Yang, Bo (57126573300);36761221300 | 57126573300;Log-based change data capture from schema-free document stores using MapReduce;2015;Proceedings of 2015 International Conference on Cloud Computing Technologies and Applications, CloudTech 2015;;;7336969;;;;10.1109/cloudtech.2015.7336969;10.1109/CloudTech.2015.7336969;https://www.scopus.com/pages/publications/84962850776?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84964319934;Pérez-Castro N., Acosta-Mesa H.-G., Mezura-Montes E., Cruz-Ramírez N.;PÃ©rez-Castro, Nancy (55642590500) | Acosta-Mesa, HÃ©ctor-Gabriel (8721041800) | Mezura-Montes, Efren (8320266200) | Cruz-RamÃ­rez, Nicandro (15122174000);55642590500 | 8721041800 | 8320266200 | 15122174000;Towards the Full Model Selection in temporal databases by using micro-differential evolution. An empirical study;2016;2015 IEEE International Autumn Meeting on Power, Electronics and Computing, ROPEC 2015;;;7395161;;;;10.1109/ropec.2015.7395161;10.1109/ROPEC.2015.7395161;https://www.scopus.com/pages/publications/84964319934?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84964587669;Belyakov S., Belyakova M., Glushkov A.;Belyakov, Stanislav (7005950422) | Belyakova, Marina (56178127500) | Glushkov, Andrey (57188994301);7005950422 | 56178127500 | 57188994301;Visualization of spatial data adaptive to changes in the database structure;2016;2015 IEEE 2nd International Conference on InformationScience and Security, ICISS 2015;;;7371040;;;;10.1109/icissec.2015.7371040;10.1109/ICISSEC.2015.7371040;https://www.scopus.com/pages/publications/84964587669?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-84971378898;El Alami A., Bahaj M., Cherti I.;El Alami, Alae (57189498602) | Bahaj, Mohamed (24922487300) | Cherti, Ilias (55572331900);57189498602 | 24922487300 | 55572331900;Migration of a relational database RDB to an object oriented database OODB;2016;Journal of Theoretical and Applied Information Technology;87;3;;431;441;;;;https://www.scopus.com/pages/publications/84971378898?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-84973525080;Nagakura T., Tsai D., Choi J.;Nagakura, Takehiko (15819787000) | Tsai, Daniel (57223886046) | Choi, Joshua (57223887675);15819787000 | 57223886046 | 57223887675;Capturing History Bit by Bit: Architectural Database of Photogrammetric Model and Panoramic Video;2015;Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe;1;;;685;694;;;;https://www.scopus.com/pages/publications/84973525080?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84978699072;Kampeera A., Suwannasart T.;Kampeera, Apirak (57190258986) | Suwannasart, Taratip (8963028800);57190258986 | 8963028800;Impact analysis to database schema and test cases from inputs of functional requirements changes;2016;Lecture Notes in Engineering and Computer Science;1;;;449;453;;;;https://www.scopus.com/pages/publications/84978699072?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84978743926;Takahashi S., Okumura M., Tsuruta N., Torii M., Inakura H., Ohno M., Okuno M.;Takahashi, Shinya (55724247700) | Okumura, Masaru (56443443500) | Tsuruta, Naoyuki (7003924385) | Torii, Masayuki (57217789718) | Inakura, Hirohito (53865009600) | Ohno, Marekazu (57190249861) | Okuno, Mitsuru (7102928922);55724247700 | 56443443500 | 7003924385 | 57217789718 | 53865009600 | 57190249861 | 7102928922;Geo-log mobile: Development of mobile GIS application based on new geological database framework for eruptive history and informatics;2016;Lecture Notes in Engineering and Computer Science;1;;;430;433;;;;https://www.scopus.com/pages/publications/84978743926?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84983541225;Bos P., Wijfjes H., Piscaer M., Voerman G.;Bos, Patrick (57190858883) | Wijfjes, Huub (56103787100) | Piscaer, Maaike (57190863024) | Voerman, Gerrit (55917443600);57190858883 | 56103787100 | 57190863024 | 55917443600;"Quantifying ""pillarization"": Extracting political history from large databases of digitized media collections";2016;CEUR Workshop Proceedings;1632;;;57;66;;;;https://www.scopus.com/pages/publications/84983541225?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84985911812;Jain P., Nandanwar S.;Jain, Pinkal (57191032042) | Nandanwar, Sandeep (57191038449);57191032042 | 57191038449;Securing the Clustered Database Using Data Modification Technique;2016;Proceedings - 2015 International Conference on Computational Intelligence and Communication Networks, CICN 2015;;;7546279;1163;1166;;10.1109/cicn.2015.331;10.1109/CICN.2015.331;https://www.scopus.com/pages/publications/84985911812?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-84985993534;Wang Y., Wen J., Fang W., Rao X.;Wang, Yubiao (55924832400) | Wen, Junhao (8950200000) | Fang, Weitao (36668495600) | Rao, Xiru (57119095900);55924832400 | 8950200000 | 36668495600 | 57119095900;Research on Incremental Heterogeneous Database Synchronization Update Based on Web Service;2016;Proceedings - 2015 International Conference on Computational Intelligence and Communication Networks, CICN 2015;;;7546331;1415;1419;;10.1109/cicn.2015.273;10.1109/CICN.2015.273;https://www.scopus.com/pages/publications/84985993534?origin=resultslist;Conference paper;Final;;Scopus
